query_id;dop;actual_time;predicted_time_mapping;thread_wise_time;actual_memory;predicted_memory_mapping;thread_wise_memory;q_error_mapping;q_error_thread_wise;q_error_mem_mapping;q_error_mem_thread_wise;mapping_inference_time;thread_wise_inference_time;memory_mapping_inference_time;memory_thread_wise_inference_time;time_difference_thread_wise;time_difference_thread_wise_ratio;memory_difference_thread_wise;memory_difference_thread_wise_ratio;q_error_improvement_thread_wise;q_error_mem_improvement_thread_wise
74;64;189781.605;198175.24600000004;200490.081171;4451328;8349548;3099679.0;0.0442278955328681;0.056425258765200104;0.8757431490108121;0.4360609598606824;0.023869752883911133;0.013671159744262695;0.014981508255004883;0.01357126235961914;2314.835170999955;0.011680748316063423;-5249869.0;-0.62876086226464;-0.012197363232332004;0.4396821891501297
75;64;18003.5;18430.269429999997;60898.773669999995;37627904;46414609;9721162.0;0.023704803510428363;2.3826074746577053;0.23351566433251247;2.870720804776219;0.041078805923461914;0.02549147605895996;0.027779817581176758;0.025206565856933594;42468.504239999995;2.3042801626584795;-36693447.0;-0.7905581408646575;-2.358902671147277;-2.6372051404437062
77;64;84797.572;84786.89600000001;169563.04100000003;75776;23099;23099.0;0.0001259156839519271;0.9996214160471484;2.280488332828261;2.280488332828261;0.025613784790039062;0.016367435455322266;0.01816248893737793;0.01632237434387207;84776.14500000002;0.9998731997453948;0.0;0.0;-0.9994955003631965;0.0
79;64;5568.325000000001;4969.919739000001;6472.3237389999995;2931712;3098130;649563.0;0.12040541747670264;0.16234661931550298;0.05676478453545242;3.5133605208424745;0.011031627655029297;0.006396770477294922;0.007025003433227539;0.006163835525512695;1502.4039999999986;0.3022994492668201;-2448567.0;-0.7903370742996582;-0.041941201838800346;-3.456595736307022
80;64;3088465.613;3088459.489;6176911.834000001;3421184;3352310;3352310.0;1.982865574845505e-06;0.9999937211539875;0.020545235971613618;0.020545235971613618;0.02400994300842285;0.014745712280273438;0.01602339744567871;0.01486659049987793;3088452.3450000007;0.9999976868726869;0.0;0.0;-0.9999917382884127;0.0
81;64;16808.558;16472.121;24135.384;740352;1193992;1193992.0;0.020424631412069072;0.43589854644282977;0.6127355636237897;0.6127355636237897;0.010773420333862305;0.006880283355712891;0.007439851760864258;0.00673365592956543;7663.262999999999;0.4652262449990502;0.0;0.0;-0.4154739150307607;0.0
82;64;743239.032;743362.515;743451.27406;2017280;2438856;151552.0;0.00016614170500139913;0.00028556366237775244;0.20898239213197978;12.31081081081081;0.00755620002746582;0.004513978958129883;0.005110025405883789;0.004423856735229492;88.75905999995302;0.00011940211970461413;-2287304.0;-0.9378593898122727;-0.0001194219573763533;-12.101828418678831
83;64;600.391;468.27299999999997;792.836391;2446336;3792851;218880.0;0.2821388378146936;0.3205334373766431;0.5504211195845543;10.176608187134503;0.02208542823791504;0.013453245162963867;0.015395164489746094;0.013389110565185547;324.5633910000001;0.6931072066935315;-3573971.0;-0.942291431959758;-0.03839459956194946;-9.62618706754995
84;64;1241.2240000000002;1222.518;1252.575;967680;1173413;170632.0;0.015301206199008988;0.009145005252879423;0.2126043733465608;4.6711519527404;0.008696556091308594;0.005719184875488281;0.0058786869049072266;0.005232810974121094;30.057000000000016;0.024586141062953686;-1002781.0;-0.8545848733566102;0.006156200946129564;-4.45854757939384
85;64;8445.907;7267.085;13377.768;4302848;4500023;703280.0;0.16221387254999753;0.5839350350412338;0.045824300556282616;5.11825730861108;0.015075922012329102;0.010232925415039062;0.010809183120727539;0.010195493698120117;6110.683;0.8408712709428884;-3796743.0;-0.8437163543386333;-0.42172116249123626;-5.072433008054797
86;64;2615.6;2169.4649999999992;3333.190296;9979904;10542597;5428622.0;0.20564286586785263;0.27435016669215484;0.05638260648599425;0.8383862424018471;0.009168624877929688;0.005637645721435547;0.006199836730957031;0.005589008331298828;1163.725296000001;0.5364111870899053;-5113975.0;-0.4850773485887775;-0.06870730082430221;-0.7820036359158529
88;64;884.8200000000002;4448.499326;22843.93117410001;7299072;12339574;1041920.0;4.0275754684568605;24.81760264697905;0.6905675132400393;6.005405405405406;0.05691933631896973;0.03456854820251465;0.03887939453125;0.03447580337524414;18395.43184810001;4.135199423451595;-11297654.0;-0.9155627252610179;-20.79002717852219;-5.314837892165366
